"SiteID","templateName","displayName","ParentBodyID","ParentBodyName","SolarMultiplier","Latitude","Longitude","WaterPerDay","VolatilesPerDay","MetalsPerDay","NoblesPerDay","FissilesPerDay","HasHab","HabID","HabType","HabSchematicTemplateName","IsShipyard","HabLevel","MCCost","FactionID","FactionName","MiningLevel","pendingHab"
"4350","KiviuqSite1","Ronaria Saxum","46","Kiviuq","0.011988","-53.0","-130.2622","2.483754","2.591167","0.0","0.0","0.0","False",,,,"False",,,,,"0","False"
"4352","IjiraqSite1","Cascadia Regio","47","Ijiraq","0.011974","-21.0","178.426","2.415444","2.264239","0.0","0.0","0.0","False",,,,"False",,,,,"0","False"
"4355","PhoebeSite1","Leto Regio","48","Phoebe","0.011832","60.0","160.0","4.649217","2.669225","0.0","0.0","0.0","False",,,,"False",,,,,"0","False"
"4357","PaaliaqSite1","Ava's Faculae","49","Paaliaq","0.012117","-42.0","62.45951","2.211935","2.494371","0.0","0.0","0.0","False",,,,"False",,,,,"0","False"
"4359","AlbiorixSite1","Hadriex Catena","50","Albiorix","0.011957","-4.0","-0.09041595","2.49336","2.556333","0.0","0.0","0.0","False",,,,"False",,,,,"0","False"
"4361","ErriapusSite1","Charlotte Catena","51","Erriapus","0.011911","-42.0","139.7849","3.929629","2.295341","0.0","0.0","0.0","False",,,,"False",,,,,"0","False"
"4363","SiarnaqSite1","Zvozdam Catena","52","Siarnaq","0.012458","-58.0","-10.8529","2.074702","1.547878","0.0","0.0","0.0","False",,,,"False",,,,,"0","False"
"4365","TarvosSite1","Rattanakosin Crater","53","Tarvos","0.011758","-56.0","34.55851","2.007989","2.122133","0.3433967","0.02868196","0.0","False",,,,"False",,,,,"0","False"
"4367","YmirSite1","Grettirsdalr","54","Ymir","0.012143","0.0","30.81713","1.746641","2.663289","0.0","0.0","0.0","False",,,,"False",,,,,"0","False"
"4374","CordeliaSite1","Marie's Haven","56","Cordelia","0.002708","-50.0","100.8625","3.0643","2.4045","0.0","0.0","0.0","False",,,,"False",,,,,"0","False"
"4376","OpheliaSite1","Laertes' Ridge","57","Ophelia","0.002708","30.0","153.316","3.663029","3.412435","1.297553","0.1613918","0.0","False",,,,"False",,,,,"0","False"
"4378","BiancaSite1","Lucentio's Gambit","58","Bianca","0.002708","0.0","116.1846","3.106582","2.411923","0.0","0.0","0.0","False",,,,"False",,,,,"0","False"
"4380","CressidaSite1","Musky Macula","59","Cressida","0.002708","-32.0","-86.85091","1.970275","1.889956","0.0","0.0","0.0","False",,,,"False",,,,,"0","False"
"4382","DesdemonaSite1","Dakro Chaos","60","Desdemona","0.002708","-50.0","-50.35392","3.105463","3.617433","0.0","0.0","0.0","False",,,,"False",,,,,"0","False"
"4384","JulietSite1","Avanelle's Oasis","61","Juliet","0.002708","26.0","-7.016975","3.329056","3.372333","0.0","0.0","0.0","False",,,,"False",,,,,"0","False"
"4386","PortiaSite1","Jethro's Gambit","62","Portia","0.002708","-14.0","-165.3391","3.175386","3.538679","0.0","0.0","0.0","False",,,,"False",,,,,"0","False"
"4388","RosalindSite1","Second Sanctuary","63","Rosalind","0.002708","58.0","-149.9837","2.84315","3.372732","0.0","0.0","0.0","False",,,,"False",,,,,"0","False"
"4390","CupidSite1","Pryority Point","64","Cupid","0.002708","-38.0","160.212","2.071563","2.015028","0.0","0.0","0.0","False",,,,"False",,,,,"0","False"
"4392","BelindaSite1","Tranquility Landing","65","Belinda","0.002708","-6.0","-149.3838","3.386651","3.019947","0.0","0.0","0.0","False",,,,"False",,,,,"0","False"
"4394","PerditaSite1","Iroh's Wisdom","66","Perdita","0.002708","33.0","136.8785","2.392895","2.437408","0.0","0.0","0.0","False",,,,"False",,,,,"0","False"
"4396","PuckSite1","Bogle Crater","67","Puck","0.002708","32.0","10.18109","3.628289","3.224047","0.0","0.0","0.0","False",,,,"False",,,,,"0","False"
"4398","MabSite1","MacVittie Macula","68","Mab","0.002708","-47.0","-34.67506","2.69927","1.094021","0.5074483","0.0","0.0","False",,,,"False",,,,,"0","False"
"4400","MirandaSite1","Inverness Corona","69","Miranda","0.002708","-69.9","325.7","6.19213","2.600519","1.881836","0.0","0.06815191","False",,,,"False",,,,,"0","False"
"4403","ArielSite1","Kachina Chasma","70","Ariel","0.002708","-33.7","246.0","6.089098","2.307308","0.0","0.0","0.004041142","False",,,,"False",,,,,"0","False"
"4404","ArielSite2","Yakshi Chasma","70","Ariel","0.002708","22.0","65.0","4.706466","1.893633","0.9818923","0.4909461","0.02055501","False",,,,"False",,,,,"0","False"
"4405","ArielSite3","Domovoy Crater","70","Ariel","0.002708","-71.5","339.7","4.685989","2.098601","1.129702","0.3765673","0.0","False",,,,"False",,,,,"0","False"
"4406","ArielSite4","Brownie Chasma","70","Ariel","0.002708","-16.0","337.6","6.099059","3.094352","0.5695792","0.06681062","0.0","False",,,,"False",,,,,"0","False"
"4409","UmbrielSite1","Dantalion Crater","71","Umbriel","0.002708","35.0","90.0","5.232709","2.950204","0.6782237","0.0","0.004634604","False",,,,"False",,,,,"0","False"
"4410","UmbrielSite2","Abraxas Crater","71","Umbriel","0.002708","18.0","175.0","6.045821","2.170428","0.0","0.0","0.0","False",,,,"False",,,,,"0","False"
"4411","UmbrielSite3","Wokolo Crater","71","Umbriel","0.002708","-30.0","1.8","4.631605","0.6111231","1.075897","0.5379486","0.0","False",,,,"False",,,,,"0","False"
"4412","UmbrielSite4","Wunda Crater","71","Umbriel","0.002708","-7.9","273.6","5.71205","2.46008","0.0","0.0","0.0","False",,,,"False",,,,,"0","False"
"4415","TitaniaSite1","Hermia Chasmata","72","Titania","0.002708","12.0","72.0","3.279267","6.680452","2.577374","0.2107801","0.0","True","8818","Base",,"False","3","4","4096","the Aliens","3","True"
"4416","TitaniaSite2","Gertrude Crater","72","Titania","0.002708","-15.8","287.1","4.02556","1.419274","0.6929048","0.3464524","0.3095835","False",,,,"False",,,,,"0","False"
"4417","TitaniaSite3","Tamora Crater","72","Titania","0.002708","29.0","138.0","2.496163","1.571792","2.056903","0.571187","0.0383532","False",,,,"False",,,,,"0","False"
"4418","TitaniaSite4","Messina Chasmata","72","Titania","0.002708","-33.3","335.0","3.765744","3.105516","0.3247633","0.1082544","0.0","False",,,,"False",,,,,"0","False"
"4421","OberonSite1","Marcellus Crater","73","Oberon","0.002708","22.0","202.0","6.167602","2.16412","2.53425","0.06284961","0.0","False",,,,"False",,,,,"0","False"
"4422","OberonSite2","Mommur Chasma","73","Oberon","0.002708","-16.3","323.5","2.616316","0.7791919","1.021516","0.0","0.0","False",,,,"False",,,,,"0","False"
"4423","OberonSite3","Macbeth Crater","73","Oberon","0.002708","-58.4","112.5","4.347329","1.628337","2.773229","0.3126822","0.1259568","False",,,,"False",,,,,"0","False"
"4424","OberonSite4","Lear Crater","73","Oberon","0.002708","-5.4","31.5","5.975839","1.903096","0.2468913","0.0","0.0","False",,,,"False",,,,,"0","False"
"4426","FranciscoSite1","Patrica's Party","74","Francisco","0.002713","22.0","-19.95585","2.149682","1.980687","0.0","0.0","0.0","False",,,,"False",,,,,"0","False"
"4428","CalibanSite1","Bismarck Mons","75","Caliban","0.002712","-37.0","-32.69582","1.93561","4.532601","0.03734269","0.01530624","0.0","False",,,,"False",,,,,"0","False"
"4430","S2023U1Site1","Beatrice Macula","76","Hero","0.0027","2.0","-120.4052","1.387213","1.766943","0.674876","0.08199061","0.01070805","False",,,,"False",,,,,"0","False"
"4432","StephanoSite1","Jeness' Stable","77","Stephano","0.00271","-18.0","164.7036","1.735897","3.400465","0.0","0.0","0.0","False",,,,"False",,,,,"0","False"
"4434","TrinculoSite1","The Rock","78","Trinculo","0.002709","30.0","158.5135","1.571407","1.624567","0.09579113","0.0","0.0","False",,,,"False",,,,,"0","False"
"4437","SycoraxSite1","Mente Materia","79","Sycorax","0.002706","18.0","50.42976","2.151862","1.976842","0.6912987","0.07675786","0.0","False",,,,"False",,,,,"0","False"
"4439","MargaretSite1","Wardenclyffe Tholus","80","Margaret","0.002735","52.0","-53.91455","1.16682","2.484355","0.01226772","0.006133862","0.0","False",,,,"False",,,,,"0","False"
"4441","ProsperoSite1","Ursus Crater","81","Prospero","0.002696","-13.0","-40.44582","1.688523","3.195088","0.1958749","0.09793746","0.0","False",,,,"False",,,,,"0","False"
"4443","SetebosSite1","Oumuamua Chasm","82","Setebos","0.002707","-39.0","46.73924","1.866061","2.999964","0.0","0.0","0.0","False",,,,"False",,,,,"0","False"
"4445","FerdinandSite1","Aegir's Resplendence","83","Ferdinand","0.002709","-45.0","171.0308","1.688244","2.170475","0.0","0.0","0.0","False",,,,"False",,,,,"0","False"
"4452","NaiadSite1","Kaldanis Paterae","85","Naiad","0.001101","55.0","-33.85884","0.6118452","1.787136","0.8013029","0.0","0.0127503","False",,,,"False",,,,,"0","False"
"4454","ThalassaSite1","Malaspina Sinus","86","Thalassa","0.001101","-43.0","-25.40491","3.565782","2.968524","0.0","0.0","0.0","False",,,,"False",,,,,"0","False"
"4456","DespinaSite1","Lorenzo's Landing","87","Despina","0.001101","44.0","37.65645","2.834478","3.524078","0.0","0.0","0.0","False",,,,"False",,,,,"0","False"
"4458","GalateaSite1","Carlajengiri Vallis","88","Galatea","0.001101","-22.0","-123.9225","2.120935","3.891294","0.0","0.0","0.0","False",,,,"False",,,,,"0","False"
"4460","LarissaSite1","New Land Vallis","89","Larissa","0.001101","36.0","166.1724","2.36273","3.536422","0.0","0.0","0.0","False",,,,"False",,,,,"0","False"
"4462","HippocampSite1","Grayson Tholus","90","Hippocamp","0.001101","-52.0","101.4359","2.443475","1.129977","0.0","0.0","0.0","False",,,,"False",,,,,"0","False"
"4464","ProteusSite1","Pharos Crater","91","Proteus","0.001101","-42.0","-141.4471","2.996759","1.982491","0.3264389","0.108813","0.0","False",,,,"False",,,,,"0","False"
"4468","TritonSite1","Bubeme Regio","92","Triton","0.001101","18.0","335.0","3.70429","3.905202","0.8258442","0.4129221","0.00996701","False",,,,"False",,,,,"0","False"
"4469","TritonSite2","Monad Regio","92","Triton","0.001101","20.0","37.0","4.075012","3.768592","0.3369269","0.112309","0.009198259","False",,,,"False",,,,,"0","False"
"4470","TritonSite3","Tuonela Planitia","92","Triton","0.001101","34.0","14.5","2.539062","1.041445","1.632866","0.3930276","0.007932129","False",,,,"False",,,,,"0","False"
"4471","TritonSite4","Ob Sulci","92","Triton","0.001101","-6.0","328.0","4.174209","4.598947","1.218948","0.506997","0.0","True","9132","Base",,"False","3","4","4096","the Aliens","3","True"
"4472","TritonSite5","Boynne Sulci","92","Triton","0.001101","-13.0","350.0","4.159345","4.332091","0.3479226","0.1159742","0.0411768","False",,,,"False",,,,,"0","False"
"4473","TritonSite6","Medamothi Planum","92","Triton","0.001101","3.5","69.0","4.14475","3.70429","0.2843464","0.1421732","0.0","False",,,,"False",,,,,"0","False"
"4474","TritonSite7","Uhlanga Regio","92","Triton","0.001101","-37.0","357.0","5.298293","1.176068","1.443047","0.4384738","0.0","False",,,,"False",,,,,"0","False"
"4475","TritonSite8","Namazu Macula","92","Triton","0.001101","-25.5","14.0","3.959597","3.676999","0.2970928","0.1485464","0.0","False",,,,"False",,,,,"0","False"
"4476","TritonSite9","Abatos Planum","92","Triton","0.001101","-31.5","58.0","4.397349","1.828488","2.323665","0.774555","0.14184","False",,,,"False",,,,,"0","False"
"4479","NereidSite1","Faris-Burke Tholus","93","Nereid","0.001098","-51.0","133.9077","3.637666","2.136375","0.0","0.0","0.0","False",,,,"False",,,,,"0","False"
"4481","HalimedeSite1","Mare Irregula","94","Halimede","0.001095","57.0","103.8396","1.856489","3.465975","1.672536","0.007419371","0.0","False",,,,"False",,,,,"0","False"
"4483","SaoSite1","Shovel's Haven","95","Sao","0.001109","-6.0","-98.41199","1.950612","4.622605","0.0","0.0","0.0","False",,,,"False",,,,,"0","False"
"4485","S2002N5Site1","Gloucester Crater","96","Ione","0.001107","-12.0","21.76722","3.318979","2.132299","0.1392344","0.0","0.0","False",,,,"False",,,,,"0","False"
"4487","LaomedeiaSite1","Undae Caelestes","97","Laomedeia","0.001097","59.0","-175.7454","1.976121","2.715997","0.0","0.0","0.0","False",,,,"False",,,,,"0","False"
"4489","PsamatheSite1","Story's Lighthouse","98","Psamathe","0.00109","0.0","-117.708","1.03845","2.940937","0.1293019","0.0423379","0.0","False",,,,"False",,,,,"0","False"
"4491","NesoSite1","Coillot's Respite","99","Neso","0.001092","57.0","-118.9383","1.84032","3.191472","0.0","0.0","0.0","False",,,,"False",,,,,"0","False"
"4493","S2023N1Site1","Leucippus Crater","100","Protho","0.001086","-9.0","-70.40624","3.231294","1.464661","0.09478735","0.0","0.0","False",,,,"False",,,,,"0","False"
"4497","CeresSite1","Hanami Planum","101","Ceres","0.130297","15.0","230.0","6.432066","2.458817","0.8154156","0.0","0.0","True","44805","Base",,"False","1","2","4089","the Resistance","1","True"
"4498","CeresSite2","Vendimia Planitia","101","Ceres","0.130297","23.0","135.0","6.159789","2.288527","0.0","0.0","0.001675402","True","46949","Base",,"False","1","2","4089","the Resistance","0","True"
"4499","CeresSite3","Yalode Crater","101","Ceres","0.130297","-42.58","292.48","3.919719","5.010368","0.8160768","0.2724278","0.0","True","26243","Base",,"False","2","3","4089","the Resistance","2","True"
"4500","CeresSite4","Kerwan Crater","101","Ceres","0.130297","-10.77","123.99","2.482102","1.09072","1.288458","0.5677128","0.03325435","False",,,,"False",,,,,"0","True"
"4504","2PallasSite1","Xiphos Crater","102","2 Pallas","0.101332","-45.0","-45.0","2.276898","3.633965","0.1446641","0.04822138","0.0","False",,,,"False",,,,,"0","False"
"4505","2PallasSite2","Falcata Crater","102","2 Pallas","0.101332","120.0","30.0","2.244339","3.52083","0.2150646","0.0","0.0","False",,,,"False",,,,,"0","False"
"4508","3JunoSite1","Juno's Shield","103","3 Juno","0.112597","-56.0","-175.0232","0.8180775","0.0","1.463595","0.0","0.0","True","41320","Base","ShipbuildingHabSchematic","True","2","3","4090","Humanity First","2","True"
"4512","4VestaSite1","Calpurnia Crater","104","4 Vesta","0.206358","16.72","349.1","1.814757","2.272424","2.025954","0.5860457","0.2559917","True","24641","Base",,"False","2","3","4089","the Resistance","1","True"
"4513","4VestaSite2","Feralia Planitia","104","4 Vesta","0.206358","3.0","101.0","2.590219","2.664907","2.439098","0.3781599","0.0","True","28151","Base","LEOHabSchematic","False","2","3","4092","the Servants","2","True"
"4516","5AstraeaSite1","Delgado-Stefancic Crater","105","5 Astraea","0.186762","-36.0","9.26899","0.5251398","0.0","1.096343","0.3730297","0.0","True","19027","Base","StrongholdHabSchematic","False","2","3","4091","the Initiative","1","True"
"4519","6HebeSite1","Jaeger's Respite","106","6 Hebe","0.230687","-36.0","-26.8731","0.0","0.0","1.242805","0.3411819","0.0","False",,,,"False",,,,,"0","True"
"4522","7IrisSite1","Lakapati's Bowl","107","7 Iris","0.210951","-60.0","-72.5698","0.5391524","0.0","1.613984","0.5379946","0.0","True","28698","Base","InfluenceHabSchematic","False","2","3","4095","Project Exodus","2","True"
"4525","8FloraSite1","Vor' Koth","108","8 Flora","0.203019","27.0","-103.2307","0.9558017","0.0","1.316877","0.3842687","0.008228628","True","42921","Base","MissionControlHabSchematic","False","2","3","4094","the Academy","2","True"
"4528","9MetisSite1","Clay Butte Ridge","109","9 Metis","0.137192","-15.0","164.8569","0.7893963","0.0","1.071354","0.5347143","0.0","True","20257","Base","ShipbuildingHabSchematic","True","2","3","4091","the Initiative","1","True"
"4531","10HygieaSite1","Calix Crater","110","10 Hygiea","0.120185","8.0","101.2744","2.012504","3.598446","0.1595246","0.0","0.0","False",,,,"False",,,,,"0","False"
"4534","11ParthenopeSite1","The Broch","111","11 Parthenope","0.140941","49.0","-19.79377","0.0","0.0","0.5819244","0.0","0.0","False",,,,"False",,,,,"0","False"
"4537","12VictoriaSite1","Yendor's Hideout","112","12 Victoria","0.163632","38.0","-101.8787","1.403643","0.0","1.156838","0.5104019","0.0","True","24887","Base","OperationsHabSchematic","False","2","3","4095","Project Exodus","2","True"
"4540","13EgeriaSite1","Cari Colliery","113","13 Egeria","0.149708","35.0","-158.991","3.168962","3.433133","0.0","0.0","0.0","False",,,,"False",,,,,"0","False"
"4543","14IreneSite1","Sapphire Mountain","114","14 Irene","0.152687","17.0","-68.69852","0.7320156","0.0","1.610421","0.3627918","0.01988026","False",,,,"False",,,,,"0","False"
"4546","15EunomiaSite1","Meade's Landing","115","15 Eunomia","0.21235","-40.0","-21.20782","1.891093","0.0","1.258152","0.2822817","0.0","True","23666","Base","StrongholdHabSchematic","False","2","3","4091","the Initiative","1","True"
"4549","16PsycheSite1","Iashar's Regret","116","16 Psyche","0.090584","43.0","-56.14523","0.0","0.0","3.605533","1.802766","0.01222878","True","28386","Base","ShipbuildingHabSchematic","True","1","2","4090","Humanity First","1","True"
"4552","17ThetisSite1","Saxum Rancora","117","17 Thetis","0.128861","-59.0","-134.0902","0.6278288","0.0","1.472689","0.01428224","0.2397725","True","34068","Base","LEOHabSchematic","False","2","3","4095","Project Exodus","2","True"
"4555","18MelpomeneSite1","Vitaeus' Hammer","118","18 Melpomene","0.158786","-47.0","17.86568","0.5230684","0.0","0.8964695","0.0","0.07682327","True","43955","Base","InfluenceHabSchematic","False","2","3","4094","the Academy","2","True"
"4558","19FortunaSite1","Fortuna's Song","119","19 Fortuna","0.180798","22.0","-73.57245","1.568927","4.05147","0.2252673","0.01414555","0.0","True","18979","Base","ResearchHabSchematic","False","2","3","4092","the Servants","2","True"
"4561","20MassaliaSite1","Mastracchio Saxum","120","20 Massalia","0.227895","-39.0","25.171","0.5523551","0.0","1.329432","0.443144","0.0","True","76203","Base","ShipbuildingHabSchematic","True","1","2","4093","the Protectorate","1","True"
"4564","21LutetiaSite1","Noricum Regio","121","21 Lutetia","0.127263","41.0","10.0","1.130959","1.833875","2.673236","0.5995606","0.0","True","31151","Base","OperationsHabSchematic","False","2","3","4094","the Academy","2","True"
"4567","22KalliopeSite1","Ardua Ardens","122","22 Kalliope","0.103312","36.0","20.84615","1.104864","2.778967","1.969627","0.7418497","0.0","True","27541","Base","OperationsHabSchematic","False","1","2","4095","Project Exodus","1","True"
"4569","LinusSite1","Teresa's Triumph","123","Linus","0.103311","-44.0","10.00175","0.4339415","0.0","1.303035","0.4015227","0.0","True","20775","Base","ShipbuildingHabSchematic","True","1","2","4091","the Initiative","1","True"
"4572","23ThaliaSite1","Sarah's Rock","124","23 Thalia","0.096795","-54.0","11.88864","0.54994","0.0","1.950797","0.8120748","0.0","True","32195","Base","ResearchHabSchematic","False","2","3","4095","Project Exodus","2","True"
"4575","24ThemisSite1","Dracones Portum Crater","125","24 Themis","0.078449","33.0","-118.2295","4.121405","2.286259","0.0","0.0","0.0","True","24019","Base","ShipbuildingHabSchematic","True","2","3","4092","the Servants","2","True"
"4578","25PhocaeaSite1","Victoria Rupes","126","25 Phocaea","0.173827","55.0","-121.8569","0.9151633","0.0","1.361266","0.0","0.0","False",,,,"False",,,,,"0","False"
"4581","26ProserpinaSite1","Sica Saxum","127","26 Proserpina","0.116999","-14.0","-7.467575","0.4656732","0.0","1.469456","0.02258319","0.1373008","True","42082","Base","LEOHabSchematic","False","2","3","4094","the Academy","2","True"
"4584","27EuterpeSite1","Presnall Promontorium","128","27 Euterpe","0.177417","5.0","-93.59831","2.026286","0.0","1.206943","0.03303007","0.1974328","True","22779","Base","StrongholdHabSchematic","False","2","3","4093","the Protectorate","2","True"
"4587","28BellonaSite1","Lost Dutchman's Macula","129","28 Bellona","0.122515","-50.0","13.94891","0.4840599","0.0","1.704391","0.434056","0.0","True","24584","Base","ShipbuildingHabSchematic","True","1","2","4091","the Initiative","1","True"
"4590","29AmphitriteSite1","Marco's Magnesis Macula","130","29 Amphitrite","0.158562","4.0","150.3463","0.7763521","0.0","1.388453","0.4628176","0.0","True","42828","Base","ShipbuildingHabSchematic","True","2","3","4090","Humanity First","2","True"
"4593","30UraniaSite1","Ailure's Pit","131","30 Urania","0.17856","27.0","-7.773811","0.8098435","0.0","1.417877","0.07337467","0.0","True","20690","Base","InfluenceHabSchematic","False","2","3","4092","the Servants","2","True"
"4596","31EuphrosyneSite1","Creag Màthair","132","31 Euphrosyne","0.083733","12.0","143.7226","2.248471","3.368146","0.186633","0.07855406","0.0","False",,,,"False",,,,,"0","False"
"4599","34CirceSite1","Temptress Chasma","133","34 Circe","0.111517","-14.0","-14.50035","1.727112","3.63716","0.1185073","0.03950243","0.0","False",,,,"False",,,,,"0","False"
"4602","35LeukotheaSite1","Marko's Crater","134","35 Leukothea","0.093643","-58.0","66.55339","2.219124","3.937833","0.0","0.0","0.0","False",,,,"False",,,,,"0","False"
"4605","36AtalanteSite1","Adams-Carey Crater","135","36 Atalante","0.182454","6.0","-177.2196","1.220715","2.273923","2.195858","0.7927982","0.0","True","45376","Base",,"False","1","2","4089","the Resistance","1","True"
"4608","37FidesSite1","Mulipis Patera","136","37 Fides","0.167959","-11.0","-140.5963","0.4253119","0.0","1.33573","0.355473","0.236459","True","45223","Base","OperationsHabSchematic","False","2","3","4094","the Academy","2","True"
"4611","38LedaSite1","Khamendar Crater","137","38 Leda","0.17583","-16.0","-151.6341","0.9744849","1.217803","2.838382","0.9459342","0.0","True","40251","Base","ResearchHabSchematic","False","2","3","4094","the Academy","2","True"
"4614","39LaetitiaSite1","Aristides Mensa","138","39 Laetitia","0.14223","44.0","160.2926","0.5445356","0.0","2.147061","0.2170154","0.0","False",,,,"False",,,,,"0","False"
"4617","40HarmoniaSite1","Megara's Sorrow","139","40 Harmonia","0.180398","-52.0","-165.9676","0.2861259","0.0","0.6571724","0.3285863","0.0","True","19593","Base","ShipbuildingHabSchematic","True","2","3","4091","the Initiative","2","True"
"4620","41DaphneSite1","Fienchen Crater","140","41 Daphne","0.08591","-52.0","80.61254","2.057985","3.213366","0.0","0.0","0.0","False",,,,"False",,,,,"0","False"
"4623","42IsisSite1","Adaleigh Crater","141","42 Isis","0.1744","-17.0","168.8012","0.3770806","0.0","1.143916","0.5719582","0.0","True","30411","Base","ShipbuildingHabSchematic","True","2","3","4095","Project Exodus","2","True"
"4626","43AriadneSite1","Filum Vitae Enderis","142","43 Ariadne","0.156205","54.0","-150.712","1.982608","0.0","0.3619396","0.0","0.3341425","False",,,,"False",,,,,"0","False"
"4629","44NysaSite1","Mazon's Radiance","143","44 Nysa","0.21142","31.0","-146.8101","0.0","0.0","3.340446","1.113482","0.0","True","18472","Base","ShipbuildingHabSchematic","True","2","3","4091","the Initiative","1","True"
"4632","45EugeniaSite1","Canberran Dorsum","144","45 Eugenia","0.137711","50.0","-70.86654","0.0","3.773507","0.0","0.0","0.0","True","28061","Base","StrongholdHabSchematic","False","2","3","4093","the Protectorate","2","True"
"4635","46HestiaSite1","Maxwell Valles","145","46 Hestia","0.122164","-21.0","179.953","2.050535","3.463238","0.1426074","0.0","0.0","True","16149","Base","InfluenceHabSchematic","False","2","3","4095","Project Exodus","2","True"
"4638","47AglajaSite1","Laidlaw Valles","146","47 Aglaja","0.158134","-15.0","121.12","2.092179","3.071682","0.2086433","0.06954777","0.0","True","18085","Base","ShipbuildingHabSchematic","True","1","2","4091","the Initiative","1","True"
"4641","48DorisSite1","Barney Crater","147","48 Doris","0.096416","34.0","138.734","2.139944","3.367241","0.7523979","0.07460691","0.0","False",,,,"False",,,,,"0","False"
"4644","49PalesSite1","Nutmeg Labyrinthus","148","49 Pales","0.102177","25.0","-16.23982","2.140004","3.018742","0.0","0.0","0.0","True","48389","Base","ResearchHabSchematic","False","1","2","4092","the Servants","1","True"
"4647","51NemausaSite1","Vigilance Crater","149","51 Nemausa","0.19797","-46.0","72.06039","2.074365","3.279735","0.0","0.0","0.0","True","23974","Base","LEOHabSchematic","False","2","3","4094","the Academy","2","True"
"4650","52EuropaSite1","Planum Accipiter Venti","150","52 Europa","0.108429","58.0","174.8158","1.894681","3.298179","0.0","0.0","0.0","False",,,,"False",,,,,"0","False"
"4653","54AlexandraSite1","Kol Benas Regio","151","54 Alexandra","0.175037","-45.0","-3.59668","2.285568","3.654697","0.2016577","0.0","0.0","True","22733","Base","ShipbuildingHabSchematic","True","1","2","4091","the Initiative","1","True"
"4656","55PandoraSite1","Pestilence Point","152","55 Pandora","0.174041","-37.0","-149.9239","0.0","0.0","2.059226","0.6961394","0.003947239","True","29077","Base","ShipbuildingHabSchematic","True","2","3","4093","the Protectorate","2","True"
"4659","56MeleteSite1","Fiona's Folly","153","56 Melete","0.251154","-11.0","9.458839","2.00841","1.740355","1.280333","0.0","0.03015274","False",,,,"False",,,,,"0","False"
"4662","57MnemosyneSite1","Vallis VanDerWielen","154","57 Mnemosyne","0.115263","-18.0","-6.873383","0.8082918","0.0","1.886844","0.534005","0.3241146","False",,,,"False",,,,,"0","False"
"4665","59ElpisSite1","VE-5918 Labyrinthus","155","59 Elpis","0.107205","-42.0","8.630211","1.488564","3.331529","0.7970731","0.1226438","0.0","False",,,,"False",,,,,"0","False"
"4668","62EratoSite1","Chung Catena","156","62 Erato","0.107777","7.0","46.07146","2.146344","2.258729","0.279057","0.1395285","0.0","True","31419","Base","InfluenceHabSchematic","False","1","2","4095","Project Exodus","1","True"
"4671","63AusoniaSite1","The Folly of Pavonis","157","63 Ausonia","0.203422","-5.0","108.1458","2.460344","1.978819","3.032951","0.7727938","0.0","True","27249","Base","ShipbuildingHabSchematic","True","2","3","4095","Project Exodus","2","True"
"4674","65CybeleSite1","Scythen's Run","158","65 Cybele","0.097589","58.0","-173.7838","1.317976","1.97811","0.2590136","0.0","0.0","False",,,,"False",,,,,"0","False"
"4677","68LetoSite1","Jennifer's Crater","159","68 Leto","0.108403","21.0","-89.87527","0.4163015","0.0","1.587759","0.6244525","0.0","True","20514","Base","OperationsHabSchematic","False","1","2","4091","the Initiative","1","True"
"4680","69HesperiaSite1","Kuun-Lan Crater","160","69 Hesperia","0.080944","23.0","-148.8025","0.0","0.0","4.434634","1.75048","0.0","True","29806","Base","InfluenceHabSchematic","False","1","2","4095","Project Exodus","1","True"
"4683","76FreiaSite1","Leonidas' Crater","161","76 Freia","0.118958","-11.0","-44.35508","2.176725","3.552656","0.205266","0.0","0.0","True","27287","Base","StrongholdHabSchematic","False","2","3","4092","the Servants","2","True"
"4686","85IoSite1","Martonis Hollow","162","85 Io","0.153447","-10.0","-149.7201","1.813567","3.06932","0.2262198","0.0754066","0.0","False",,,,"False",,,,,"0","False"
"4689","87SylviaSite1","Sluijters Terra","163","87 Sylvia","0.071999","-43.0","47.36973","2.023432","2.02288","1.265851","0.0","0.02783981","False",,,,"False",,,,,"0","False"
"4692","88ThisbeSite1","Waldron's Wail","164","88 Thisbe","0.153278","-18.0","-98.27498","2.031212","3.846581","0.0","0.0","0.0","True","18505","Base","InfluenceHabSchematic","False","1","2","4090","Humanity First","1","True"
"4695","89JuliaSite1","Valles Fidelis","165","89 Julia","0.15183","-44.0","-132.7198","0.4976291","0.0","1.816921","0.2163499","0.04517607","False",,,,"False",,,,,"0","False"
"4698","92UndinaSite1","Zephyr's Reach","166","92 Undina","0.117204","-31.0","21.30705","0.0","0.0","5.325726","1.775242","0.0422936","True","23120","Base",,"False","3","4","4096","the Aliens","3","True"
"4701","93MinervaSite1","Olea Saxum","167","93 Minerva","0.10798","-32.0","-38.79533","2.074856","3.015902","0.0","0.0","0.0","False",,,,"False",,,,,"0","False"
"4704","94AuroraSite1","Illini Ridge","168","94 Aurora","0.090166","-6.0","40.39977","2.021282","3.223078","0.0","0.0","0.0","False",,,,"False",,,,,"0","False"
"4707","95ArethusaSite1","Voskaya Mons","169","95 Arethusa","0.107025","-20.0","-71.13484","2.196295","4.591465","0.133953","0.0","0.0","False",,,,"False",,,,,"0","False"
