"Category","FriendlyName","DataName","RequiredProject","Stats","Cost"
"Drive","Ion Drive x5","IonDrivex5","Project_IonDrive","ThrustCap:1 DriveClass:Electrostatic Efficiency:0.95 Thrust_N:16500 ReqPowerPlant:Any_General Propellant:NobleGases EV_kps:78.4 Mass_t:0",""
"Drive","Ion Drive x6","IonDrivex6","Project_IonDrive","ThrustCap:1 DriveClass:Electrostatic Efficiency:0.95 Thrust_N:19800 ReqPowerPlant:Any_General Propellant:NobleGases EV_kps:78.4 Mass_t:0",""
"Drive","Colloid Drive x1","ColloidDrivex1","Project_ColloidDrive","ThrustCap:2 DriveClass:Electrostatic Efficiency:0.85 Thrust_N:8000 ReqPowerPlant:Any_General Propellant:Volatiles EV_kps:43 Mass_t:0",""
"Drive","Colloid Drive x2","ColloidDrivex2","Project_ColloidDrive","ThrustCap:2 DriveClass:Electrostatic Efficiency:0.85 Thrust_N:16000 ReqPowerPlant:Any_General Propellant:Volatiles EV_kps:43 Mass_t:0",""
"Drive","Colloid Drive x3","ColloidDrivex3","Project_ColloidDrive","ThrustCap:2 DriveClass:Electrostatic Efficiency:0.85 Thrust_N:24000 ReqPowerPlant:Any_General Propellant:Volatiles EV_kps:43 Mass_t:0",""
"Drive","Colloid Drive x4","ColloidDrivex4","Project_ColloidDrive","ThrustCap:2 DriveClass:Electrostatic Efficiency:0.85 Thrust_N:32000 ReqPowerPlant:Any_General Propellant:Volatiles EV_kps:43 Mass_t:0",""
"Drive","Colloid Drive x5","ColloidDrivex5","Project_ColloidDrive","ThrustCap:2 DriveClass:Electrostatic Efficiency:0.85 Thrust_N:40000 ReqPowerPlant:Any_General Propellant:Volatiles EV_kps:43 Mass_t:0",""
"Drive","Colloid Drive x6","ColloidDrivex6","Project_ColloidDrive","ThrustCap:2 DriveClass:Electrostatic Efficiency:0.85 Thrust_N:48000 ReqPowerPlant:Any_General Propellant:Volatiles EV_kps:43 Mass_t:0",""
"Drive","Grid Drive x1","GridDrivex1","Project_GridDrive","ThrustCap:1 DriveClass:Electrostatic Efficiency:0.95 Thrust_N:10000 ReqPowerPlant:Any_General Propellant:NobleGases EV_kps:210 Mass_t:0",""
"Drive","Grid Drive x2","GridDrivex2","Project_GridDrive","ThrustCap:1 DriveClass:Electrostatic Efficiency:0.95 Thrust_N:20000 ReqPowerPlant:Any_General Propellant:NobleGases EV_kps:210 Mass_t:0",""
"Drive","Grid Drive x3","GridDrivex3","Project_GridDrive","ThrustCap:1 DriveClass:Electrostatic Efficiency:0.95 Thrust_N:30000 ReqPowerPlant:Any_General Propellant:NobleGases EV_kps:210 Mass_t:0",""
"Drive","Grid Drive x4","GridDrivex4","Project_GridDrive","ThrustCap:1 DriveClass:Electrostatic Efficiency:0.95 Thrust_N:40000 ReqPowerPlant:Any_General Propellant:NobleGases EV_kps:210 Mass_t:0",""
"Drive","Grid Drive x5","GridDrivex5","Project_GridDrive","ThrustCap:1 DriveClass:Electrostatic Efficiency:0.95 Thrust_N:50000 ReqPowerPlant:Any_General Propellant:NobleGases EV_kps:210 Mass_t:0",""
"Drive","Grid Drive x6","GridDrivex6","Project_GridDrive","ThrustCap:1 DriveClass:Electrostatic Efficiency:0.95 Thrust_N:60000 ReqPowerPlant:Any_General Propellant:NobleGases EV_kps:210 Mass_t:0",""
"Drive","VASIMR x1","VASIMRx1","Project_VASIMR","ThrustCap:60 DriveClass:Electromagnetic Efficiency:0.6 Thrust_N:1000 ReqPowerPlant:Any_General Propellant:Hydrogen EV_kps:147 Mass_t:0",""
"Drive","VASIMR x2","VASIMRx2","Project_VASIMR","ThrustCap:60 DriveClass:Electromagnetic Efficiency:0.6 Thrust_N:2000 ReqPowerPlant:Any_General Propellant:Hydrogen EV_kps:147 Mass_t:0",""
"Drive","VASIMR x3","VASIMRx3","Project_VASIMR","ThrustCap:60 DriveClass:Electromagnetic Efficiency:0.6 Thrust_N:3000 ReqPowerPlant:Any_General Propellant:Hydrogen EV_kps:147 Mass_t:0",""
"Drive","VASIMR x4","VASIMRx4","Project_VASIMR","ThrustCap:60 DriveClass:Electromagnetic Efficiency:0.6 Thrust_N:4000 ReqPowerPlant:Any_General Propellant:Hydrogen EV_kps:147 Mass_t:0",""
"Drive","VASIMR x5","VASIMRx5","Project_VASIMR","ThrustCap:60 DriveClass:Electromagnetic Efficiency:0.6 Thrust_N:5000 ReqPowerPlant:Any_General Propellant:Hydrogen EV_kps:147 Mass_t:0",""
"Drive","VASIMR x6","VASIMRx6","Project_VASIMR","ThrustCap:60 DriveClass:Electromagnetic Efficiency:0.6 Thrust_N:6000 ReqPowerPlant:Any_General Propellant:Hydrogen EV_kps:147 Mass_t:0",""
"Drive","Ponderomotive VASIMR x1","PonderomotiveVASIMRx1","Project_PonderomotiveVASIMR","ThrustCap:80 DriveClass:Electromagnetic Efficiency:0.72 Thrust_N:2250 ReqPowerPlant:Any_General Propellant:Hydrogen EV_kps:147 Mass_t:0",""
"Drive","Ponderomotive VASIMR x2","PonderomotiveVASIMRx2","Project_PonderomotiveVASIMR","ThrustCap:80 DriveClass:Electromagnetic Efficiency:0.72 Thrust_N:4500 ReqPowerPlant:Any_General Propellant:Hydrogen EV_kps:147 Mass_t:0",""
"Drive","Ponderomotive VASIMR x3","PonderomotiveVASIMRx3","Project_PonderomotiveVASIMR","ThrustCap:80 DriveClass:Electromagnetic Efficiency:0.72 Thrust_N:6750 ReqPowerPlant:Any_General Propellant:Hydrogen EV_kps:147 Mass_t:0",""
"Drive","Ponderomotive VASIMR x4","PonderomotiveVASIMRx4","Project_PonderomotiveVASIMR","ThrustCap:80 DriveClass:Electromagnetic Efficiency:0.72 Thrust_N:9000 ReqPowerPlant:Any_General Propellant:Hydrogen EV_kps:147 Mass_t:0",""
"Drive","Ponderomotive VASIMR x5","PonderomotiveVASIMRx5","Project_PonderomotiveVASIMR","ThrustCap:80 DriveClass:Electromagnetic Efficiency:0.72 Thrust_N:11250 ReqPowerPlant:Any_General Propellant:Hydrogen EV_kps:147 Mass_t:0",""
"Drive","Ponderomotive VASIMR x6","PonderomotiveVASIMRx6","Project_PonderomotiveVASIMR","ThrustCap:80 DriveClass:Electromagnetic Efficiency:0.72 Thrust_N:13500 ReqPowerPlant:Any_General Propellant:Hydrogen EV_kps:147 Mass_t:0",""
"Drive","Pulsed Plasmoid Drive x1","PulsedPlasmoidDrivex1","Project_PulsedPlasmoidDrive","ThrustCap:1 DriveClass:Electromagnetic Efficiency:0.72 Thrust_N:2200 ReqPowerPlant:Any_General Propellant:Anything EV_kps:425 Mass_t:0",""
"Drive","Pulsed Plasmoid Drive x2","PulsedPlasmoidDrivex2","Project_PulsedPlasmoidDrive","ThrustCap:1 DriveClass:Electromagnetic Efficiency:0.72 Thrust_N:4400 ReqPowerPlant:Any_General Propellant:Anything EV_kps:425 Mass_t:0",""
"Drive","Pulsed Plasmoid Drive x3","PulsedPlasmoidDrivex3","Project_PulsedPlasmoidDrive","ThrustCap:1 DriveClass:Electromagnetic Efficiency:0.72 Thrust_N:6600 ReqPowerPlant:Any_General Propellant:Anything EV_kps:425 Mass_t:0",""
"Drive","Pulsed Plasmoid Drive x4","PulsedPlasmoidDrivex4","Project_PulsedPlasmoidDrive","ThrustCap:1 DriveClass:Electromagnetic Efficiency:0.72 Thrust_N:8800 ReqPowerPlant:Any_General Propellant:Anything EV_kps:425 Mass_t:0",""
"Drive","Pulsed Plasmoid Drive x5","PulsedPlasmoidDrivex5","Project_PulsedPlasmoidDrive","ThrustCap:1 DriveClass:Electromagnetic Efficiency:0.72 Thrust_N:11000 ReqPowerPlant:Any_General Propellant:Anything EV_kps:425 Mass_t:0",""
"Drive","Pulsed Plasmoid Drive x6","PulsedPlasmoidDrivex6","Project_PulsedPlasmoidDrive","ThrustCap:1 DriveClass:Electromagnetic Efficiency:0.72 Thrust_N:13200 ReqPowerPlant:Any_General Propellant:Anything EV_kps:425 Mass_t:0",""
"Drive","Lorentz Drive x1","LorentzDrivex1","Project_LorentzDrive","ThrustCap:20 DriveClass:Electromagnetic Efficiency:0.79 Thrust_N:20000 ReqPowerPlant:Any_General Propellant:NobleGases EV_kps:110 Mass_t:0",""
"Drive","Lorentz Drive x2","LorentzDrivex2","Project_LorentzDrive","ThrustCap:20 DriveClass:Electromagnetic Efficiency:0.79 Thrust_N:40000 ReqPowerPlant:Any_General Propellant:NobleGases EV_kps:110 Mass_t:0",""
"Drive","Lorentz Drive x3","LorentzDrivex3","Project_LorentzDrive","ThrustCap:20 DriveClass:Electromagnetic Efficiency:0.79 Thrust_N:60000 ReqPowerPlant:Any_General Propellant:NobleGases EV_kps:110 Mass_t:0",""
"Drive","Lorentz Drive x4","LorentzDrivex4","Project_LorentzDrive","ThrustCap:20 DriveClass:Electromagnetic Efficiency:0.79 Thrust_N:80000 ReqPowerPlant:Any_General Propellant:NobleGases EV_kps:110 Mass_t:0",""
"Drive","Lorentz Drive x5","LorentzDrivex5","Project_LorentzDrive","ThrustCap:20 DriveClass:Electromagnetic Efficiency:0.79 Thrust_N:100000 ReqPowerPlant:Any_General Propellant:NobleGases EV_kps:110 Mass_t:0",""
"Drive","Lorentz Drive x6","LorentzDrivex6","Project_LorentzDrive","ThrustCap:20 DriveClass:Electromagnetic Efficiency:0.79 Thrust_N:120000 ReqPowerPlant:Any_General Propellant:NobleGases EV_kps:110 Mass_t:0",""
"Drive","Helicon Drive x1","HeliconDrivex1","Project_HeliconDrive","ThrustCap:20 DriveClass:Electromagnetic Efficiency:0.79 Thrust_N:20000 ReqPowerPlant:Any_General Propellant:NobleGases EV_kps:314 Mass_t:0",""
"Drive","Helicon Drive x2","HeliconDrivex2","Project_HeliconDrive","ThrustCap:20 DriveClass:Electromagnetic Efficiency:0.79 Thrust_N:40000 ReqPowerPlant:Any_General Propellant:NobleGases EV_kps:314 Mass_t:0",""
"Drive","Helicon Drive x3","HeliconDrivex3","Project_HeliconDrive","ThrustCap:20 DriveClass:Electromagnetic Efficiency:0.79 Thrust_N:60000 ReqPowerPlant:Any_General Propellant:NobleGases EV_kps:314 Mass_t:0",""
"Drive","Helicon Drive x4","HeliconDrivex4","Project_HeliconDrive","ThrustCap:20 DriveClass:Electromagnetic Efficiency:0.79 Thrust_N:80000 ReqPowerPlant:Any_General Propellant:NobleGases EV_kps:314 Mass_t:0",""
"Drive","Helicon Drive x5","HeliconDrivex5","Project_HeliconDrive","ThrustCap:20 DriveClass:Electromagnetic Efficiency:0.79 Thrust_N:100000 ReqPowerPlant:Any_General Propellant:NobleGases EV_kps:314 Mass_t:0",""
"Drive","Helicon Drive x6","HeliconDrivex6","Project_HeliconDrive","ThrustCap:20 DriveClass:Electromagnetic Efficiency:0.79 Thrust_N:120000 ReqPowerPlant:Any_General Propellant:NobleGases EV_kps:314 Mass_t:0",""
"Drive","Mass Driver x1","MassDriverx1","Project_MassDriver","ThrustCap:10 DriveClass:Electromagnetic Efficiency:0.65 Thrust_N:10400 ReqPowerPlant:Any_General Propellant:Anything EV_kps:9.81 Mass_t:0",""
"Drive","Mass Driver x2","MassDriverx2","Project_MassDriver","ThrustCap:10 DriveClass:Electromagnetic Efficiency:0.65 Thrust_N:20800 ReqPowerPlant:Any_General Propellant:Anything EV_kps:9.81 Mass_t:0",""
"Drive","Mass Driver x3","MassDriverx3","Project_MassDriver","ThrustCap:10 DriveClass:Electromagnetic Efficiency:0.65 Thrust_N:31200 ReqPowerPlant:Any_General Propellant:Anything EV_kps:9.81 Mass_t:0",""
"Drive","Mass Driver x4","MassDriverx4","Project_MassDriver","ThrustCap:10 DriveClass:Electromagnetic Efficiency:0.65 Thrust_N:41600 ReqPowerPlant:Any_General Propellant:Anything EV_kps:9.81 Mass_t:0",""
"Drive","Mass Driver x5","MassDriverx5","Project_MassDriver","ThrustCap:10 DriveClass:Electromagnetic Efficiency:0.65 Thrust_N:52000 ReqPowerPlant:Any_General Propellant:Anything EV_kps:9.81 Mass_t:0",""
"Drive","Mass Driver x6","MassDriverx6","Project_MassDriver","ThrustCap:10 DriveClass:Electromagnetic Efficiency:0.65 Thrust_N:62400 ReqPowerPlant:Any_General Propellant:Anything EV_kps:9.81 Mass_t:0",""
"Drive","Superconducting Mass Driver x1","SuperconductingMassDriverx1","Project_SuperconductingMassDriver","ThrustCap:20 DriveClass:Electromagnetic Efficiency:0.85 Thrust_N:20000 ReqPowerPlant:Any_General Propellant:Anything EV_kps:30 Mass_t:0",""
"Drive","Superconducting Mass Driver x2","SuperconductingMassDriverx2","Project_SuperconductingMassDriver","ThrustCap:20 DriveClass:Electromagnetic Efficiency:0.85 Thrust_N:40000 ReqPowerPlant:Any_General Propellant:Anything EV_kps:30 Mass_t:0",""
"Drive","Superconducting Mass Driver x3","SuperconductingMassDriverx3","Project_SuperconductingMassDriver","ThrustCap:20 DriveClass:Electromagnetic Efficiency:0.85 Thrust_N:60000 ReqPowerPlant:Any_General Propellant:Anything EV_kps:30 Mass_t:0",""
"Drive","Superconducting Mass Driver x4","SuperconductingMassDriverx4","Project_SuperconductingMassDriver","ThrustCap:20 DriveClass:Electromagnetic Efficiency:0.85 Thrust_N:80000 ReqPowerPlant:Any_General Propellant:Anything EV_kps:30 Mass_t:0",""
"Drive","Superconducting Mass Driver x5","SuperconductingMassDriverx5","Project_SuperconductingMassDriver","ThrustCap:20 DriveClass:Electromagnetic Efficiency:0.85 Thrust_N:100000 ReqPowerPlant:Any_General Propellant:Anything EV_kps:30 Mass_t:0",""
"Drive","Superconducting Mass Driver x6","SuperconductingMassDriverx6","Project_SuperconductingMassDriver","ThrustCap:20 DriveClass:Electromagnetic Efficiency:0.85 Thrust_N:120000 ReqPowerPlant:Any_General Propellant:Anything EV_kps:30 Mass_t:0",""
"Drive","Kiwi Drive x1","KiwiDrivex1","Project_KiwiDrive","ThrustCap:10 DriveClass:Fission_Thermal Efficiency:0.7 Thrust_N:33000 ReqPowerPlant:Solid_Core_Fission Propellant:Hydrogen EV_kps:8.77 Mass_t:0",""
"Drive","Kiwi Drive x2","KiwiDrivex2","Project_KiwiDrive","ThrustCap:10 DriveClass:Fission_Thermal Efficiency:0.7 Thrust_N:66000 ReqPowerPlant:Solid_Core_Fission Propellant:Hydrogen EV_kps:8.77 Mass_t:0",""
"Drive","Kiwi Drive x3","KiwiDrivex3","Project_KiwiDrive","ThrustCap:10 DriveClass:Fission_Thermal Efficiency:0.7 Thrust_N:99000 ReqPowerPlant:Solid_Core_Fission Propellant:Hydrogen EV_kps:8.77 Mass_t:0",""
"Drive","Kiwi Drive x4","KiwiDrivex4","Project_KiwiDrive","ThrustCap:10 DriveClass:Fission_Thermal Efficiency:0.7 Thrust_N:132000 ReqPowerPlant:Solid_Core_Fission Propellant:Hydrogen EV_kps:8.77 Mass_t:0",""
"Drive","Kiwi Drive x5","KiwiDrivex5","Project_KiwiDrive","ThrustCap:10 DriveClass:Fission_Thermal Efficiency:0.7 Thrust_N:165000 ReqPowerPlant:Solid_Core_Fission Propellant:Hydrogen EV_kps:8.77 Mass_t:0",""
"Drive","Kiwi Drive x6","KiwiDrivex6","Project_KiwiDrive","ThrustCap:10 DriveClass:Fission_Thermal Efficiency:0.7 Thrust_N:198000 ReqPowerPlant:Solid_Core_Fission Propellant:Hydrogen EV_kps:8.77 Mass_t:0",""
"Drive","Nerva Drive x1","NervaDrivex1","Project_NervaDrive","ThrustCap:9 DriveClass:Fission_Thermal Efficiency:0.7 Thrust_N:49000 ReqPowerPlant:Solid_Core_Fission Propellant:Hydrogen EV_kps:8.09 Mass_t:0",""
"Drive","Nerva Drive x2","NervaDrivex2","Project_NervaDrive","ThrustCap:9 DriveClass:Fission_Thermal Efficiency:0.7 Thrust_N:98000 ReqPowerPlant:Solid_Core_Fission Propellant:Hydrogen EV_kps:8.09 Mass_t:0",""
"Drive","Nerva Drive x3","NervaDrivex3","Project_NervaDrive","ThrustCap:9 DriveClass:Fission_Thermal Efficiency:0.7 Thrust_N:147000 ReqPowerPlant:Solid_Core_Fission Propellant:Hydrogen EV_kps:8.09 Mass_t:0",""
"Drive","Nerva Drive x4","NervaDrivex4","Project_NervaDrive","ThrustCap:9 DriveClass:Fission_Thermal Efficiency:0.7 Thrust_N:196000 ReqPowerPlant:Solid_Core_Fission Propellant:Hydrogen EV_kps:8.09 Mass_t:0",""
"Drive","Nerva Drive x5","NervaDrivex5","Project_NervaDrive","ThrustCap:9 DriveClass:Fission_Thermal Efficiency:0.7 Thrust_N:245000 ReqPowerPlant:Solid_Core_Fission Propellant:Hydrogen EV_kps:8.09 Mass_t:0",""
"Drive","Nerva Drive x6","NervaDrivex6","Project_NervaDrive","ThrustCap:9 DriveClass:Fission_Thermal Efficiency:0.7 Thrust_N:294000 ReqPowerPlant:Solid_Core_Fission Propellant:Hydrogen EV_kps:8.09 Mass_t:0",""
"Drive","Snare Drive x1","SnareDrivex1","Project_SnareDrive","ThrustCap:10 DriveClass:Fission_Thermal Efficiency:0.7 Thrust_N:73000 ReqPowerPlant:Solid_Core_Fission Propellant:Hydrogen EV_kps:8.83 Mass_t:0",""
"Drive","Snare Drive x2","SnareDrivex2","Project_SnareDrive","ThrustCap:10 DriveClass:Fission_Thermal Efficiency:0.7 Thrust_N:146000 ReqPowerPlant:Solid_Core_Fission Propellant:Hydrogen EV_kps:8.83 Mass_t:0",""
"Drive","Snare Drive x3","SnareDrivex3","Project_SnareDrive","ThrustCap:10 DriveClass:Fission_Thermal Efficiency:0.7 Thrust_N:219000 ReqPowerPlant:Solid_Core_Fission Propellant:Hydrogen EV_kps:8.83 Mass_t:0",""
"Drive","Snare Drive x4","SnareDrivex4","Project_SnareDrive","ThrustCap:10 DriveClass:Fission_Thermal Efficiency:0.7 Thrust_N:292000 ReqPowerPlant:Solid_Core_Fission Propellant:Hydrogen EV_kps:8.83 Mass_t:0",""
"Drive","Snare Drive x5","SnareDrivex5","Project_SnareDrive","ThrustCap:10 DriveClass:Fission_Thermal Efficiency:0.7 Thrust_N:365000 ReqPowerPlant:Solid_Core_Fission Propellant:Hydrogen EV_kps:8.83 Mass_t:0",""
"Drive","Snare Drive x6","SnareDrivex6","Project_SnareDrive","ThrustCap:10 DriveClass:Fission_Thermal Efficiency:0.7 Thrust_N:438000 ReqPowerPlant:Solid_Core_Fission Propellant:Hydrogen EV_kps:8.83 Mass_t:0",""
"Drive","Rover Drive x1","RoverDrivex1","Project_RoverDrive","ThrustCap:10 DriveClass:Fission_Thermal Efficiency:0.7 Thrust_N:245000 ReqPowerPlant:Solid_Core_Fission Propellant:Hydrogen EV_kps:8.18 Mass_t:0",""
"Drive","Rover Drive x2","RoverDrivex2","Project_RoverDrive","ThrustCap:10 DriveClass:Fission_Thermal Efficiency:0.7 Thrust_N:490000 ReqPowerPlant:Solid_Core_Fission Propellant:Hydrogen EV_kps:8.18 Mass_t:0",""
"Drive","Rover Drive x3","RoverDrivex3","Project_RoverDrive","ThrustCap:10 DriveClass:Fission_Thermal Efficiency:0.7 Thrust_N:735000 ReqPowerPlant:Solid_Core_Fission Propellant:Hydrogen EV_kps:8.18 Mass_t:0",""
"Drive","Rover Drive x4","RoverDrivex4","Project_RoverDrive","ThrustCap:10 DriveClass:Fission_Thermal Efficiency:0.7 Thrust_N:980000 ReqPowerPlant:Solid_Core_Fission Propellant:Hydrogen EV_kps:8.18 Mass_t:0",""
"Drive","Rover Drive x5","RoverDrivex5","Project_RoverDrive","ThrustCap:10 DriveClass:Fission_Thermal Efficiency:0.7 Thrust_N:1225000 ReqPowerPlant:Solid_Core_Fission Propellant:Hydrogen EV_kps:8.18 Mass_t:0",""
"Drive","Rover Drive x6","RoverDrivex6","Project_RoverDrive","ThrustCap:10 DriveClass:Fission_Thermal Efficiency:0.7 Thrust_N:1470000 ReqPowerPlant:Solid_Core_Fission Propellant:Hydrogen EV_kps:8.18 Mass_t:0",""
"Drive","Cermet Nerva x1","CermetNervax1","Project_CermetNerva","ThrustCap:12 DriveClass:Fission_Thermal Efficiency:0.7 Thrust_N:134400 ReqPowerPlant:Solid_Core_Fission Propellant:Hydrogen EV_kps:9.81 Mass_t:0",""
"Drive","Cermet Nerva x2","CermetNervax2","Project_CermetNerva","ThrustCap:12 DriveClass:Fission_Thermal Efficiency:0.7 Thrust_N:268800 ReqPowerPlant:Solid_Core_Fission Propellant:Hydrogen EV_kps:9.81 Mass_t:0",""
"Drive","Cermet Nerva x3","CermetNervax3","Project_CermetNerva","ThrustCap:12 DriveClass:Fission_Thermal Efficiency:0.7 Thrust_N:403200 ReqPowerPlant:Solid_Core_Fission Propellant:Hydrogen EV_kps:9.81 Mass_t:0",""
"Drive","Cermet Nerva x4","CermetNervax4","Project_CermetNerva","ThrustCap:12 DriveClass:Fission_Thermal Efficiency:0.7 Thrust_N:537600 ReqPowerPlant:Solid_Core_Fission Propellant:Hydrogen EV_kps:9.81 Mass_t:0",""
"Drive","Cermet Nerva x5","CermetNervax5","Project_CermetNerva","ThrustCap:12 DriveClass:Fission_Thermal Efficiency:0.7 Thrust_N:672000 ReqPowerPlant:Solid_Core_Fission Propellant:Hydrogen EV_kps:9.81 Mass_t:0",""
"Drive","Cermet Nerva x6","CermetNervax6","Project_CermetNerva","ThrustCap:12 DriveClass:Fission_Thermal Efficiency:0.7 Thrust_N:806400 ReqPowerPlant:Solid_Core_Fission Propellant:Hydrogen EV_kps:9.81 Mass_t:0",""
"Drive","Dumbo x1","Dumbox1","Project_Dumbo","ThrustCap:9 DriveClass:Fission_Thermal Efficiency:0.725 Thrust_N:400000 ReqPowerPlant:Solid_Core_Fission Propellant:Hydrogen EV_kps:8.3 Mass_t:0",""
"Drive","Dumbo x2","Dumbox2","Project_Dumbo","ThrustCap:9 DriveClass:Fission_Thermal Efficiency:0.725 Thrust_N:800000 ReqPowerPlant:Solid_Core_Fission Propellant:Hydrogen EV_kps:8.3 Mass_t:0",""
"Drive","Dumbo x3","Dumbox3","Project_Dumbo","ThrustCap:9 DriveClass:Fission_Thermal Efficiency:0.725 Thrust_N:1200000 ReqPowerPlant:Solid_Core_Fission Propellant:Hydrogen EV_kps:8.3 Mass_t:0",""
"Drive","Dumbo x4","Dumbox4","Project_Dumbo","ThrustCap:9 DriveClass:Fission_Thermal Efficiency:0.725 Thrust_N:1600000 ReqPowerPlant:Solid_Core_Fission Propellant:Hydrogen EV_kps:8.3 Mass_t:0",""
"Drive","Dumbo x5","Dumbox5","Project_Dumbo","ThrustCap:9 DriveClass:Fission_Thermal Efficiency:0.725 Thrust_N:2000000 ReqPowerPlant:Solid_Core_Fission Propellant:Hydrogen EV_kps:8.3 Mass_t:0",""
"Drive","Dumbo x6","Dumbox6","Project_Dumbo","ThrustCap:9 DriveClass:Fission_Thermal Efficiency:0.725 Thrust_N:2400000 ReqPowerPlant:Solid_Core_Fission Propellant:Hydrogen EV_kps:8.3 Mass_t:0",""
"Drive","Heavy Dumbo x1","HeavyDumbox1","Project_HeavyDumbo","ThrustCap:9 DriveClass:Fission_Thermal Efficiency:0.725 Thrust_N:3500000 ReqPowerPlant:Solid_Core_Fission Propellant:Hydrogen EV_kps:8.09 Mass_t:0",""
"Drive","Heavy Dumbo x2","HeavyDumbox2","Project_HeavyDumbo","ThrustCap:9 DriveClass:Fission_Thermal Efficiency:0.725 Thrust_N:7000000 ReqPowerPlant:Solid_Core_Fission Propellant:Hydrogen EV_kps:8.09 Mass_t:0",""
"Drive","Heavy Dumbo x3","HeavyDumbox3","Project_HeavyDumbo","ThrustCap:9 DriveClass:Fission_Thermal Efficiency:0.725 Thrust_N:10500000 ReqPowerPlant:Solid_Core_Fission Propellant:Hydrogen EV_kps:8.09 Mass_t:0",""
"Drive","Heavy Dumbo x4","HeavyDumbox4","Project_HeavyDumbo","ThrustCap:9 DriveClass:Fission_Thermal Efficiency:0.725 Thrust_N:14000000 ReqPowerPlant:Solid_Core_Fission Propellant:Hydrogen EV_kps:8.09 Mass_t:0",""
"Drive","Heavy Dumbo x5","HeavyDumbox5","Project_HeavyDumbo","ThrustCap:9 DriveClass:Fission_Thermal Efficiency:0.725 Thrust_N:17500000 ReqPowerPlant:Solid_Core_Fission Propellant:Hydrogen EV_kps:8.09 Mass_t:0",""
"Drive","Heavy Dumbo x6","HeavyDumbox6","Project_HeavyDumbo","ThrustCap:9 DriveClass:Fission_Thermal Efficiency:0.725 Thrust_N:21000000 ReqPowerPlant:Solid_Core_Fission Propellant:Hydrogen EV_kps:8.09 Mass_t:0",""
"Drive","Pulsar Drive x1","PulsarDrivex1","Project_PulsarDrive","ThrustCap:5 DriveClass:Fission_Thermal Efficiency:0.85 Thrust_N:100000 ReqPowerPlant:Solid_Core_Fission Propellant:Hydrogen EV_kps:16 Mass_t:0",""
"Drive","Pulsar Drive x2","PulsarDrivex2","Project_PulsarDrive","ThrustCap:5 DriveClass:Fission_Thermal Efficiency:0.85 Thrust_N:200000 ReqPowerPlant:Solid_Core_Fission Propellant:Hydrogen EV_kps:16 Mass_t:0",""
"Drive","Pulsar Drive x3","PulsarDrivex3","Project_PulsarDrive","ThrustCap:5 DriveClass:Fission_Thermal Efficiency:0.85 Thrust_N:300000 ReqPowerPlant:Solid_Core_Fission Propellant:Hydrogen EV_kps:16 Mass_t:0",""
"Drive","Pulsar Drive x4","PulsarDrivex4","Project_PulsarDrive","ThrustCap:5 DriveClass:Fission_Thermal Efficiency:0.85 Thrust_N:400000 ReqPowerPlant:Solid_Core_Fission Propellant:Hydrogen EV_kps:16 Mass_t:0",""
"Drive","Pulsar Drive x5","PulsarDrivex5","Project_PulsarDrive","ThrustCap:5 DriveClass:Fission_Thermal Efficiency:0.85 Thrust_N:500000 ReqPowerPlant:Solid_Core_Fission Propellant:Hydrogen EV_kps:16 Mass_t:0",""
"Drive","Pulsar Drive x6","PulsarDrivex6","Project_PulsarDrive","ThrustCap:5 DriveClass:Fission_Thermal Efficiency:0.85 Thrust_N:600000 ReqPowerPlant:Solid_Core_Fission Propellant:Hydrogen EV_kps:16 Mass_t:0",""
"Drive","Advanced Pulsar Drive x1","AdvancedPulsarDrivex1","Project_AdvancedPulsarDrive","ThrustCap:5 DriveClass:Fission_Thermal Efficiency:0.9 Thrust_N:180000 ReqPowerPlant:Solid_Core_Fission Propellant:Hydrogen EV_kps:32 Mass_t:0",""
"Drive","Advanced Pulsar Drive x2","AdvancedPulsarDrivex2","Project_AdvancedPulsarDrive","ThrustCap:5 DriveClass:Fission_Thermal Efficiency:0.9 Thrust_N:360000 ReqPowerPlant:Solid_Core_Fission Propellant:Hydrogen EV_kps:32 Mass_t:0",""
"Drive","Advanced Pulsar Drive x3","AdvancedPulsarDrivex3","Project_AdvancedPulsarDrive","ThrustCap:5 DriveClass:Fission_Thermal Efficiency:0.9 Thrust_N:540000 ReqPowerPlant:Solid_Core_Fission Propellant:Hydrogen EV_kps:32 Mass_t:0",""
"Drive","Advanced Pulsar Drive x4","AdvancedPulsarDrivex4","Project_AdvancedPulsarDrive","ThrustCap:5 DriveClass:Fission_Thermal Efficiency:0.9 Thrust_N:720000 ReqPowerPlant:Solid_Core_Fission Propellant:Hydrogen EV_kps:32 Mass_t:0",""
"Drive","Advanced Pulsar Drive x5","AdvancedPulsarDrivex5","Project_AdvancedPulsarDrive","ThrustCap:5 DriveClass:Fission_Thermal Efficiency:0.9 Thrust_N:900000 ReqPowerPlant:Solid_Core_Fission Propellant:Hydrogen EV_kps:32 Mass_t:0",""
"Drive","Advanced Pulsar Drive x6","AdvancedPulsarDrivex6","Project_AdvancedPulsarDrive","ThrustCap:5 DriveClass:Fission_Thermal Efficiency:0.9 Thrust_N:1080000 ReqPowerPlant:Solid_Core_Fission Propellant:Hydrogen EV_kps:32 Mass_t:0",""
