"FactionID","FactionName","FleetID","FleetName","ShipID","ShipName","TemplateName","CombatPower"
"4096","the Aliens","28116","Victor-69","73545","Turbulent Sea","AlienCouncilShipTemplate138","3"
"4096","the Aliens","28116","Victor-69","11887","Fire Mountain","AlienCouncilShipTemplate108","3"
"4096","the Aliens","28116","Victor-69","31746","Red Flower","AlienCouncilShipTemplate108","3"
"4096","the Aliens","28116","Victor-69","34321","Roaring Thunder","AlienCouncilShipTemplate138","3"
"4096","the Aliens","28116","Victor-69","40698","Iron Sky","AlienCouncilShipTemplate138","3"
"4096","the Aliens","28116","Victor-69","48735","First Snow","AlienCouncilShipTemplate138","3"
"4096","the Aliens","28116","Victor-69","66857","Evening Storm","AlienCouncilShipTemplate114","3"
"4096","the Aliens","28116","Victor-69","64716","Island Zephyr","AlienCouncilShipTemplate108","3"
"4096","the Aliens","77670","Victor-401","29577","Crashing Wave","AlienCouncilShipTemplate116","3"
"4096","the Aliens","28116","Victor-69","50842","Rising Haze","AlienCouncilShipTemplate108","3"
"4096","the Aliens","28116","Victor-69","96988","Winter Flower","AlienCouncilShipTemplate114","3"
"4096","the Aliens","28116","Victor-69","68741","Auspicious Confluence","AlienCouncilShipTemplate114","3"
"4096","the Aliens","98945","Victor-452","28894","Sustaining Mountain","AlienCouncilShipTemplate116","3"
"4096","the Aliens","98945","Victor-452","35965","Shadow Dancer","AlienCouncilShipTemplate116","3"
"4096","the Aliens","98945","Victor-452","45291","Dominant Wind","AlienCouncilShipTemplate116","3"
"4096","the Aliens","28116","Victor-69","48375","Sustaining River","AlienCouncilShipTemplate108","3"
"4096","the Aliens","98945","Victor-452","84894","Island Wind","AlienCouncilShipTemplate116","3"
"4096","the Aliens","73002","Victor-351","99251","Great Annihilator","AlienCouncilShipTemplate99","2"
"4094","the Academy","97969","Alpha-34","76717","Fox","CooperateCouncilShipTemplate247 Refit 1033","672"
"4094","the Academy","97969","Alpha-34","97968","Marengo","CooperateCouncilShipTemplate247 Refit 1064","672"
"4094","the Academy","50572","Alpha-2","97454","Akita","CooperateCouncilShipTemplate247 Refit 1064","672"
"4094","the Academy","50572","Alpha-2","76728","Vixen","CooperateCouncilShipTemplate247 Refit 1033","672"
"4094","the Academy","97969","Alpha-34","74787","Wolfhound","CooperateCouncilShipTemplate247 Refit 1019 Refit 1030 Refit 1039","672"
"4094","the Academy","50572","Alpha-2","75948","Arion","CooperateCouncilShipTemplate247 Refit 1019 Refit 1030","372"
"4094","the Academy","50572","Alpha-2","73563","Mustang","CooperateCouncilShipTemplate247 Refit 1019 Refit 1030","372"
"4094","the Academy","50572","Alpha-2","74993","Mongoose","CooperateCouncilShipTemplate247 Refit 1028","372"
"4094","the Academy","97969","Alpha-34","71203","Panther","CooperateCouncilShipTemplate247 Refit 1024","72"
"4094","the Academy","50572","Alpha-2","71221","Oryx","CooperateCouncilShipTemplate247 Refit 1019","72"
"4094","the Academy","50572","Alpha-2","68107","Serval","CooperateCouncilShipTemplate247 Refit 1019","72"
"4094","the Academy","64810","Alpha-7","64809","Python","CooperateCouncilShipTemplate247","72"
"4094","the Academy","64810","Alpha-7","69389","Stag","CooperateCouncilShipTemplate247 Refit 1019","72"
"4094","the Academy","50572","Alpha-2","48728","Fossa","CooperateCouncilShipTemplate86","72"
"4094","the Academy","50572","Alpha-2","50571","Xanthos","CooperateCouncilShipTemplate86","72"
"4094","the Academy","50572","Alpha-2","66824","Komodo","CooperateCouncilShipTemplate247","72"
"4094","the Academy","50572","Alpha-2","56513","Oncilla","CooperateCouncilShipTemplate247","72"
"4094","the Academy","50572","Alpha-2","73200","Roebuck","CooperateCouncilShipTemplate338 Refit 1026","52"
"4094","the Academy","64810","Alpha-7","72984","Greyhound","CooperateCouncilShipTemplate260","2"
"4094","the Academy","64810","Alpha-7","76264","Ferret","CooperateCouncilShipTemplate595","2"
"4094","the Academy","97969","Alpha-34","85189","Puma","CooperateCouncilShipTemplate92","2"
"4094","the Academy","64810","Alpha-7","67350","Terrapin","CooperateCouncilShipTemplate246","2"
"4094","the Academy","50572","Alpha-2","80759","Foxhound","CooperateCouncilShipTemplate595","2"
"4094","the Academy","50572","Alpha-2","73780","Argos","CooperateCouncilShipTemplate260","2"
"4094","the Academy","50572","Alpha-2","66343","Hyena","CooperateCouncilShipTemplate248","2"
"4094","the Academy","50572","Alpha-2","84947","Sabertooth","CooperateCouncilShipTemplate92","2"
"4094","the Academy","50572","Alpha-2","72656","Armadillo","CooperateCouncilShipTemplate248 Refit 1025","2"
"4090","Humanity First","65996","Foxtrot-4","65995","Carronade","DestroyCouncilShipTemplate641","12"
